"62 SHEARWATER, PIER RD, KINSALE"	Cork	"333,000"	342814	05/01/2018
"69 ROCKFIELD AVE, TERENURE, DUBLIN 12"	Dublin	"545,000"	549237	05/01/2018
"69A RICHMOND PARK, HERBERT RD, BRAY"	Wicklow	"316,000"	314593	05/01/2018
"7 FERNDALE HEIGHTS, EMYVALE, MONAGHAN"	Monaghan	"180,000"	174686	05/01/2018
"7 PARK RD, MUSHERRY EST, BALLINCOLLIG"	Cork	"275,000"	282037	05/01/2018
"77 MORNINGTON TOWERS, MORNINGTON, MEATH"	Meath	"235,000"	233345	05/01/2018
"8 AYLESBURY, DOORADOYLE, RAHEEN"	Limerick	"160,000"	163324	05/01/2018
"8 Cnoc na Ri, Top Road, Strandhill"	Sligo	"202,643"	209174.17	05/01/2018
"8 COLBERT AVE, JANESBORO, LIMERICK"	Limerick	"111,000"	110710	05/01/2018
"8 GREAT COMMONS, LUSK VILLAGE, LUSK"	Dublin	"231,000"	242078	05/01/2018
"83 B HEYTESBURY LANE, BALLSBRIDGE, DUBLIN 4"	Dublin	"630,000"	603443	05/01/2018
"9 FAIRGREEN RD, BALLYSIMON RD, LIMERICK"	Limerick	"100,000"	97185	05/01/2018
"9 JAMES GATE, JAMES STREET, WATERFORD"	Waterford	"63,000"	65028	05/01/2018
"9 NEWTOWNSMITH, SANDYCOVE, DUBLIN"	Dublin	"1,300,000"	1279460	05/01/2018
"9 OAK RIDGE, DUN AN OIR, KANTURK"	Cork	"120,000"	118868	05/01/2018
"9 POOLE ST, PIMBLICO, DUBLIN 8"	Dublin	"120,000"	114623	05/01/2018
"9 QUACKER ROAD, CORK, CO. CORK"	Cork	"150,000"	151723	05/01/2018
"9 STAFFAN MANOR, STRAFFAN, KILDARE"	Kildare	"700,000"	708772	05/01/2018
"94 THE GROVE, CLONARD, WEXFORD"	Wexford	"155,000"	152020	05/01/2018
"APARTMENTS 1  2 AND 3, STELLA MARIS, CHURCH STREET"	Cork	"270,000"	263985	05/01/2018
"APARTMENT, MAIN STREET, BALLINAMORE"	Leitrim	"57,000"	57301	05/01/2018
"APT 102, ROYAL CANAL COURT, ROYAL CANAL WAY DUBLIN 15"	Dublin	"215,000"	215455	05/01/2018
"APT 12 SUTTON CASTLE, SHIELMARTIN ROAD, SUTTON"	Dublin	"640,000"	640771	05/01/2018
"APT 4, 4 CHARLEMONT TERRACE, CROFTON RD"	Dublin	"440,000"	449289	05/01/2018
"Apt. No. 12 Greenbank House, Cualanor  Uppr. Glenageary Road"	Dublin	"268,721"	257371	05/01/2018
"Apt. No. 14 Greenbank House, Cualanor  Uppr. Glenageary Road"	Dublin	"268,721"	265983	05/01/2018
"APT.2 -  ST STEEVENS GATE, ST. JAMES STREET, DUBLIN 8"	Dublin	"245,000"	235903	05/01/2018
"BALLYLINCH, BALTIMORE, CORK"	Cork	"470,000"	465127	05/01/2018
"BALLYMAGRINE, ROOSKY, CARRICK ON SHANNON"	Leitrim	"195,000"	202301	05/01/2018
"CAHERFILANE, KEEL, CASTLEMAINE"	Kerry	"265,000"	261224	05/01/2018
"CARRAHANE, BANNA, LOWER ARDFERT"	Kerry	"145,000"	147026	05/01/2018
"CLONMEEN, COOLESTOWN, RHODE"	Offaly	"310,000"	304407	05/01/2018
"CLONMORE, RHODE, OFFALY"	Offaly	"180,000"	185736	05/01/2018
"CLOONFEIGHTRIM, CLOONTIA, COUNTY MAYO"	Mayo	"15,000"	14881	05/01/2018
"Curraghevagh, Creggs"	Galway	"110,000"	104980	05/01/2018
"DEERAGH, DUNMANWAY, CO CORK"	Cork	"90,000"	86979	05/01/2018
"DERRYLAHARD, BALLYDEHOB, CORK"	Cork	"140,000"	144142	05/01/2018
"DIRREEN, ROSSMORE, CLONAKILTY"	Cork	"63,000"	64654	05/01/2018
"FORT RD, GOREY, CO WEXFORD"	Wexford	"185,000"	179981	05/01/2018
"GLENWOOD LODGE, GLENWOOD, DUBLIN RD ATHLONE"	Westmeath	"95,000"	95544	05/01/2018
"GORTBRACK, TRALEE, CO KERRY"	Kerry	"250,000"	254611	05/01/2018
"JOHNSTOWN, NAAS, KILDARE"	Kildare	"425,000"	431726	05/01/2018
"KILBRONOGUE, SCHULL, CORK"	Cork	"155,000"	161249	05/01/2018
"LIBERTIES, GREENORE RD, CARLINGFORD"	Louth	"500,000"	515027	05/01/2018
"LOWVILLE, AHASCRAGH, BALLINASLOE"	Galway	"120,000"	124972	05/01/2018
"MAIN ST, DUNCANNON, NEW ROSS"	Wexford	"168,000"	163984	05/01/2018
"MAPLE BROOK, FISHERY LANE, NAAS"	Kildare	"400,000"	391499	05/01/2018
"MAYNE RD, LYNNS ANNAGASSAN, LOUTH"	Louth	"360,000"	355185	05/01/2018
"NO 6 KILTORMER, BALLINASLOE, CO GALWAY"	Galway	"43,000"	43060	05/01/2018
"ROSEBERRY, NEWBRIDGE, CO KILDARE"	Kildare	"227,000"	224250	05/01/2018
"ST JUDES, ROCK ROAD, KILLARNEY"	Kerry	"164,000"	158387	05/01/2018
"THE BRAMBLES, KILWOGAN, CELBRIDGE"	Kildare	"830,000"	816348	05/01/2018
"THE COTTAGE, CARRICKEDMOND KILKURRY, DUNDALK"	Louth	"120,000"	123589	05/01/2018
"THE COTTAGE, DRUMEEN, LARAGH"	Wicklow	"145,000"	151245	05/01/2018
"THE DOWNS, BALLINGARRY, LIMERICK"	Limerick	"78,000"	81481	05/01/2018
"TULLYVOULTY, JOHNSTOWN, CO. KILKENNY"	Kilkenny	"115,000"	113211	05/01/2018
"WILLKNOT GROVE, BAWN, MOYDOW"	Longford	"145,000"	152178	05/01/2018
"142 BLOOMFIELD, NEWTOWN, ANNACOTTY"	Limerick	"230,000"	232943	06/01/2018
"24 PAIRC NA DUN, MOUNTHAWK, TRALEE"	Kerry	"161,000"	154982	06/01/2018
"72 BRACKEN HILL, SANDYFORD, DUBLIN 18"	Dublin	"212,500"	218337	06/01/2018
"CAPPAGH, DUNGARVAN, WATERFORD"	Waterford	"70,000"	68868	06/01/2018
"KNOCKATEE EAST, DUNMORE, GALWAY"	Galway	"85,000"	87681	06/01/2018
"55 PARNELL SQUARE WEST, ROTUNDA, DUBLIN 1"	Dublin	"554,178"	559703	07/01/2018
"7 THE MEADOWS, CLANE, KILDARE"	Kildare	"290,000"	301240	07/01/2018
"APT 1, 6 BELVEDERE PLACE, DUBLIN 1"	Dublin	"585,911"	593603	07/01/2018
"1 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	42611	08/01/2018
"10 CATHERINE'S COURT, FRIARSHILL, WICKLOW"	Wicklow	"210,000"	211300	08/01/2018
"10 ROBERT ST, DUBLIN 8, DUBLIN"	Dublin	"190,000"	188836	08/01/2018
"10 THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8"	Dublin	"285,000"	293339	08/01/2018
"10 TOWNS PARK, SLI NA MBHANN, GALWAY"	Galway	"44,555"	46335	08/01/2018
"108 WHEATFIELD RD, PALMERSTOWN, DUBLIN 20"	Dublin	"230,000"	227325	08/01/2018
"11 ELTON COURT, SANDYCOVE, DUBLIN"	Dublin	"750,000"	744195	08/01/2018
"112 West St., Drogheda"	Louth	"320,000"	331154	08/01/2018
"12 ALEXANDRA WALK, PETER ST, DUBLIN 8"	Dublin	"300,000"	311733	08/01/2018
"12 Beechwood Gate, Beechwood, Hansfield"	Dublin	"301,101"	301061	08/01/2018
"12 Hamilton Hill, Barnageeragh Cove, Skerries"	Dublin	"378,900"	395737	08/01/2018
"12 HIGH ST, BALBRIGGAN, DUBLIN"	Dublin	"200,000"	201254	08/01/2018
"13 THE HAYMARKET, CATHEDRAL PLACE, LIMERICK"	Limerick	"50,000"	51231	08/01/2018
"13 THE MEWS MILLERSBROOK, NENAGH, TIPPERARY"	Tipperary	"152,500"	151793	08/01/2018
"139 RATHLODGE, ASHBOURNE, MEATH"	Meath	"292,000"	293000	08/01/2018
"14 PRIMROSE HILL, TOWER, BLARNEY"	Cork	"230,000"	231024	08/01/2018
"15 CROSTHWAITE, DUN LAOGHAIRE, PARK WEST"	Dublin	"673,875"	652971	08/01/2018
"16 THE MAPLES, LETTERKENNY, DONEGAL"	Donegal	"85,000"	86541	08/01/2018
"16A BALLSBRIDGE AVE, BALLSBRIDGE, DUBLIN"	Dublin	"1,260,000"	1266183	08/01/2018
"19 DOWNPATRICK ROAD, CRUMLIN, DUBLIN 12"	Dublin	"269,000"	259318	08/01/2018
"2 BEECH HOMES, TIVOLI RD, DUNLAOIRE"	Dublin	"710,000"	717139	08/01/2018
"2 BETTYS TOWN AVE, HOWTH RD, RAHENY DUBLIN 5"	Dublin	"515,000"	497971	08/01/2018
"2 MOUNT PROSPECT LAWNS, CLONTARF, DUBLIN 3"	Dublin	"825,000"	792203	08/01/2018
"2 RIVER WELL HOUSE, OAKVIEW VILLAGE, TRALEE"	Kerry	"95,000"	97710	08/01/2018
"2 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	46355	08/01/2018
"20 SHANDON PARK, PHIBSBOROUGH, DUBLIN 7"	Dublin	"550,000"	526063	08/01/2018
"21 HILLCOURT, CARTRONTROY, ATHLONE"	Westmeath	"150,000"	153696	08/01/2018
"22 Oakhill, Gorey, Co. Wexford"	Wexford	"240,000"	244064	08/01/2018
"22 THE PARK, LAKEPOINT PARK, MULLINGAR"	Westmeath	"209,000"	210804	08/01/2018
"23 CLUAIN CAISLEAN, FERNS, ENNISCORTHY"	Wexford	"135,000"	134796	08/01/2018
"23 Elder Heath Grove, Elder Heath, Kiltipper Road"	Dublin	"255,600"	262072	08/01/2018
"23 HARRISON PLACE, CHARLEVILLE, COUNTY CORK"	Cork	"60,000"	59319	08/01/2018
"25 Willow Close, Dunshaughlin"	Meath	"303,965"	315217	08/01/2018
"26 GORDON DR, CLOUGHLEIGH, ENNIS"	Clare	"27,194"	27036	08/01/2018
"29 Gort na Manach, Clonmel"	Tipperary	"224,670"	227660.58	08/01/2018
"29 PARK WOOD, ROSCHOILL, DUBLIN RD DROGHEDA"	Louth	"292,500"	301796	08/01/2018
"3 KERRYMOUNT RISE, FOXROCK, DUBLIN 18"	Dublin	"685,000"	704172	08/01/2018
"3 RIVER DR, CASTLEDRUM, CASTLEMAINE"	Kerry	"200,000"	204551	08/01/2018
"3 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	46173	08/01/2018
"30 CLANCY RD, FINGLAS, DUBLIN 11"	Dublin	"350,000"	339718	08/01/2018
"31 CAREYSTOWN WOODS, WHITEGATE, MIDLETON"	Cork	"214,950"	219197	08/01/2018
"31 ROSEMOUNT, CLONGOUR, THURLES"	Tipperary	"240,000"	237723	08/01/2018
"32 WESTWINDS, KILLINICK, CO WEXFORD"	Wexford	"237,500"	245485	08/01/2018
"33 Birch House, Silverbanks, Baldoyle"	Dublin	"149,780"	146157	08/01/2018
"333 TEMPLEOGUE RD, TEMPLEOGUE, DUBLIN 6W"	Dublin	"920,000"	927647	08/01/2018
"36 BEAUMONT AVE, CHURCHTOWN, DUBLIN 14"	Dublin	"455,000"	445725	08/01/2018
"37 LANESBOROUGH COURT, FINGLAS, DUBLIN 11"	Dublin	"200,000"	192060	08/01/2018
"38 GALTRIM GRANGE, BROOMFIELD, MALAHIDE"	Dublin	"410,000"	429999	08/01/2018
"4 ESTUARY WALK, BALLYNOE FARM, COBH"	Cork	"270,000"	261867	08/01/2018
"4 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	45537	08/01/2018
"4 WOODPARK, THE QUAY, WESTPORT"	Mayo	"177,500"	185410	08/01/2018
"410 GALTYMORE RD, DRIMNAGH, DUBLIN 12"	Dublin	"310,000"	298668	08/01/2018
"45 ASHGROVE, MONADREEN, THURLES"	Tipperary	"136,000"	135999	08/01/2018
"48 HARCOURT LODGE, SOUTHERN CROSS AVE, INCHICORE DUBLIN 8"	Dublin	"345,000"	336820	08/01/2018
"5 CLUAIN DARA, ENNISCORTHY, CO. WEXFORD"	Wexford	"22,600"	23618	08/01/2018
"5 FORT EYRE MEWS, MAUNSELLS RD, TAYLORS HILL"	Galway	"287,000"	283583	08/01/2018
"5 Hamilton Avenue, Mount Hamilton, Carrick Road"	Louth	"198,238"	205784	08/01/2018
"5 MILLHOUSE, NEWTOWN COMMONS, NEW ROSS"	Wexford	"83,000"	79356	08/01/2018
"5 RIVER WELL HOUSE, OAKVIEW VILLAGE, TRALEE"	Kerry	"95,000"	93909	08/01/2018
"5 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	45426	08/01/2018
"54 EAGLEWOOD, ROCHESTOWN AVE, DUN LAOGHAIRE"	Dublin	"380,000"	373309	08/01/2018
"6 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	42734	08/01/2018
"609 GATEWAY APTS, BALLINODE, SLIGO"	Sligo	"75,000"	72579	08/01/2018
"61 COSBY AVE, FAIRGREEN, MOUNTMELLICK RD"	Laois	"112,000"	109358	08/01/2018
"66 BEECHWOOD LAWNS, RATHCOOLE, DUBLIN 24"	Dublin	"354,000"	370703	08/01/2018
"7  TOWNSLAND, SLI NI HABHAINN, BALLINASLOE"	Galway	"44,555"	43075	08/01/2018
"7 CHURCHTOWN COURT, KILRANE, ROSSLARE"	Wexford	"125,000"	119770	08/01/2018
"70 THE STRAND, OCALLAGHAN STRAND, LIMERICK"	Limerick	"180,000"	186780	08/01/2018
"72 BRU NA GRUADAN, CASTLETROY, LIMERICK"	Limerick	"139,000"	134184	08/01/2018
"73 THE MEADOWS, MIDLETON, CO CORK"	Cork	"140,000"	139754	08/01/2018
"79 KILCRONAN AVE, CLONDALKIN, DUBLIN 22"	Dublin	"217,000"	223610	08/01/2018
"8 CUIL DUIN ROW, CUIL DUIN, CITY WEST"	Dublin	"246,696"	246664	08/01/2018
"8 Grace Park Way, Grace Park Wood, Grace Park Road"	Dublin	"418,502"	423719	08/01/2018
"8 MAPLE DR, DRUMGOLS WOODS, CO CAVAN"	Cavan	"175,000"	166821	08/01/2018
"84 OAK HILL, CASTLECOMER, KILKENNY"	Kilkenny	"160,000"	156220	08/01/2018
"89 BANNOW RD, CABRA WEST, DUBLIN 7"	Dublin	"299,950"	307858	08/01/2018
"9 TOWNS PARK, SLI NA MBHANN, BALLINASLOE"	Galway	"44,555"	46676	08/01/2018
"93 CARNLOUGH RD, CABRA RD, CABRA DUBLIN 7"	Dublin	"230,000"	230853	08/01/2018
"98 MEADOWBANK PARK, LETTERKENNY, COUNTY DONEGAL"	Donegal	"45,000"	46913	08/01/2018
"Apartment 1 GF, Churchfield Manor, Killala"	Mayo	"26,432"	27711.71	08/01/2018
"APT 11 ST PETERS SQ, PHIBSBORO PLACE, PHIBSBORO DUBLIN 7"	Dublin	"207,500"	208067	08/01/2018
"APT 18, EATON GREEN, MAIN ST"	Dublin	"212,000"	214448	08/01/2018
"APT 19, HAZELWOOD, BRIDGETOWN"	Wexford	"288,047"	279095	08/01/2018
"Apt 2 First Floor, Churchfield Manor, Killala"	Mayo	"35,242"	36905.29	08/01/2018
"APT 75, WYCKHAM PLACE, WYCKHAM WAY DUBLIN 16"	Dublin	"382,500"	389516	08/01/2018
"ARDAGH, SHORE ROAD, BALLYLIFFIN"	Donegal	"315,000"	323477	08/01/2018
"BALLYMACKESSY, CLONROCHE, ENNISCORTHY"	Wexford	"65,000"	64397	08/01/2018
"BALLYNACOURTY, CAPPAGH, DUNGARVAN"	Waterford	"190,000"	197701	08/01/2018
"BERRIVALE TUITESTOWN, CROOKEDWOOD, MULLINGAR"	Westmeath	"362,500"	375480	08/01/2018
"BROOKVILLE FARM, GLENFIELD, LISCARROLL"	Cork	"265,000"	256657	08/01/2018
"Brookwood Lodge, Glenamuck Road South, Carrickmines"	Dublin	"792,952"	828457.54	08/01/2018
"CAM, EDGEWORTHSTOWN, CO LONGFORD"	Longford	"145,000"	138261	08/01/2018
"CEATHRU, DUN CHAOIN, TRA LI"	Kerry	"200,000"	198523	08/01/2018
"CHERRYFIELD COTTAGE, DEVLIS, BALLYHAUNIS"	Mayo	"64,000"	65971	08/01/2018
"CLOONCUNDRA, BALLYMURRAY, ROSCOMMON"	Roscommon	"70,000"	72363	08/01/2018
"COOLAGEELA, KANTURK, CO CORK"	Cork	"230,000"	225067	08/01/2018
"COOLMANAGH, 75CARRICKBREAC RD, BAILY DUBLIN 13"	Dublin	"1,620,000"	1683973	08/01/2018
"CRAANS, ARDATTIN, CARLOW"	Carlow	"235,000"	231446	08/01/2018
"DEERPARK, MOUNTRATH, COUNTY LAOIS"	Laois	"90,000"	87688	08/01/2018
"DEERPARK, MOUNTRATH, LAOIS"	Laois	"202,000"	211256	08/01/2018
"DRINAGH, TARMONBARRY, COUNTY ROSCOMMON"	Roscommon	"115,000"	109936	08/01/2018
"DRUMCOOLY, EDENDERRY, OFFALY"	Offaly	"90,000"	93906	08/01/2018
"GREENHILL, COOLVALENANEBEG, KINSALE"	Cork	"475,000"	477127	08/01/2018
"HIDEAWAY COTTAGE, LISLANAHAN, KILKEE"	Clare	"140,000"	139555	08/01/2018
"KILBEG UPPER, TALLOW, WATERFORD"	Waterford	"101,000"	103403	08/01/2018
"LEENARD, THE MARINA, BLACKROCK"	Cork	"881,000"	905966	08/01/2018
"MAIN STREET, CLOUGHJORDAN, OO TIPPERARY"	Tipperary	"95,000"	90876	08/01/2018
"MEADOWBROOK, INCH ROAD, BALROTHERY"	Dublin	"485,000"	480054	08/01/2018
"MOUNTEAGLE HOUSE, KILGOBBIN RD, SANDYFORD DUBLIN 18"	Dublin	"1,675,000"	1751143	08/01/2018
"MUCKALEE, BALLYFOYLE, CUONTY KILKENNY"	Kilkenny	"75,000"	72840	08/01/2018
"MULBERRY HOUSE, ENNIS RD, LIMERICK"	Limerick	"615,000"	620625	08/01/2018
"POWELLS HILL, COOTEHILL, BOYLE"	Roscommon	"10,000"	9961	08/01/2018
"PRAGUE, JOHNSTOWN COURT, DUN LAOGHAIRE"	Dublin	"2,020,000"	1951344	08/01/2018
"RECTORY RD, ENNISCORTHY, CO WEXFORD"	Wexford	"160,000"	159026	08/01/2018
"ROSPILE, FOULKSMILLS, WEXFORD"	Wexford	"218,500"	221712	08/01/2018
"RUSHOLME, CLADDAGHDUFF, GALWAY"	Galway	"220,000"	217204	08/01/2018
"SAN ESTABAN, THE QUAY, DOONBEG"	Clare	"237,500"	227893	08/01/2018
"SAN PAULA, ORCHARD RD, CORK"	Cork	"1,900,000"	1894139	08/01/2018
"SEASPRAY, NEWTOWNSMITH, SANDYCOVE"	Dublin	"1,560,000"	1565580	08/01/2018
"site 95  road 4, kilheale Manor, Kill"	Kildare	"273,128"	281316.75	08/01/2018
"TULLIG, CAHERCIVEEN, KERRY"	Kerry	"174,500"	170543	08/01/2018
"WOODVILLE, BELINSTOWN, BALLYBOUGHAL"	Dublin	"500,000"	504096	08/01/2018
"1 NORBURGH COURT, GREENCASTLE, COUNTY DONEGAL"	Donegal	"70,000"	71065	09/01/2018
"1 ORCHARD RD, OFF CLONIFF RD, BALLYBOUGH"	Dublin	"210,000"	207499	09/01/2018
"1 The Way, Citywest Village, Citywest"	Dublin	"286,343"	272724	09/01/2018
"10 ABBEY VILLE, CLARE RD, ENNIS"	Clare	"249,500"	252337	09/01/2018
"10 MARKET ST, CLOGHEEN, TIPPERARY"	Tipperary	"55,000"	56157	09/01/2018
"10 SCHULL HOLIDAYS COTTAG, SCHULL, CO CORK"	Cork	"370,000"	366205	09/01/2018
"11 MEADOW COURT, DUBLIN RD, MULLINGAR"	Westmeath	"160,000"	163182	09/01/2018
"12 ARD AOIBHINN - BLOCK 1, CRADDOCKSTOWN PARK, NAAS"	Kildare	"118,000"	118368	09/01/2018
"12 PLASSEY GROVE, CASTLETROY, LIMERICK"	Limerick	"228,000"	235282	09/01/2018
"122 AUGHNASKERRY DR, CAVAN, CAVAN"	Cavan	"89,500"	88525	09/01/2018
"131 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15"	Dublin	"225,000"	215566	09/01/2018
"14 KILBARRACK GROVE, KILBARRACK, DUBLIN 5"	Dublin	"575,000"	575222	09/01/2018
"15 AILESBURY PARK, BALLSBRIDGE, DUBLIN 4"	Dublin	"2,500,000"	2491325	09/01/2018
"16 ARD NA GAOITHE, KNOCKATALLON, MONAGHAN"	Monaghan	"80,000"	78301	09/01/2018
"16 GEORGES HEAD, KILKEE, CLARE"	Clare	"275,000"	268800	09/01/2018
"16 PARADISE FOUND, MULRANNY, CO. MAYO"	Mayo	"170,000"	165742	09/01/2018
"17 WILLOW WOOD GREEN, HARTSTOWN, DUBLIN 15"	Dublin	"277,000"	287434	09/01/2018
"19 Terenure Gate, Terenure, Dublin 6w"	Dublin	"691,630"	695664.94	09/01/2018
"1A SARSFIELD ST, OFF BERKELEY RD, DUBLIN 7"	Dublin	"200,000"	205938	09/01/2018
"1B SARSFILED ROAD, PHIBBSBOROUGH, DUBLIN 7"	Dublin	"200,000"	205959	09/01/2018
"2 CLOISTER GATE, CARYSFORT AVE, BLACKROCK"	Dublin	"570,000"	561100	09/01/2018
"2 MILLRACE WALK, SAGGART, DUBLIN"	Dublin	"275,000"	282183	09/01/2018
"20 Birch House, Silverbanks, Baldoyle"	Dublin	"145,374"	140165	09/01/2018
"206 AN COIM CHOILLE, BETTYSTOWN TN CTR, BETTYSTOWN"	Meath	"157,000"	155496	09/01/2018
"211 CHURCH FIELDS, ASHBOURNE, MEATH"	Meath	"326,000"	335492	09/01/2018
"222 KINGSBRY, MAYNOOTH, KILDARE"	Kildare	"280,000"	267500	09/01/2018
"226 THE RICHMOND, NORTH BRUNSWICK ST, DUBLIN 7"	Dublin	"320,000"	308100	09/01/2018
"23 Beechwood Gate, Beechwood, Hansfield"	Dublin	"277,533"	284497	09/01/2018
"24 Churchfields Park, Ashbourne"	Meath	"278,837"	269508	09/01/2018
"26 PAIRC NA SRAIDE, GLENVILLE, CORK"	Cork	"186,000"	184632	09/01/2018
"26 Rathmill Green, Rathmill Manor, Rathcole"	Dublin	"333,920"	337523	09/01/2018
"277 ST MARY'S GREEN, COLLOONEY, CO SLIGO"	Sligo	"98,500"	100985	09/01/2018
"3 BUTTERCUP AVE, ESKER HILLS, PORTLAOISE"	Laois	"97,000"	92698	09/01/2018
"3 MITCHELL TERRACE, MITCHELL ST, DUNGARVAN"	Waterford	"130,000"	133442	09/01/2018
"3 The Lane, Millers Glen, Swords"	Dublin	"405,606"	385609	09/01/2018
"32 WOODSIDE, COURTOWN HARBOUR, GOREY"	Wexford	"180,000"	179299	09/01/2018
"33 MARKET COURT, NEWCASTLE WEST, LIMERICK"	Limerick	"70,000"	68330	09/01/2018
"34 THE OAKS, LISCREAGH, MURROE"	Limerick	"145,000"	142843	09/01/2018
"37 GLENMA AVE, CROOM, LIMERICK"	Limerick	"60,000"	58528	09/01/2018
"37 Kirvin Hill, Rathnew"	Wicklow	"242,291"	249422.74	09/01/2018
"38 Finlay Park, Old Carragh Road, Naas"	Kildare	"312,775"	301434.33	09/01/2018
"38 ST KEVINS PARK, DARTRY, DUBLIN 6"	Dublin	"1,650,000"	1712306	09/01/2018
"4 CHURCH VIEW, CLAREGALWAY, GALWAY"	Galway	"337,000"	325635	09/01/2018
"40 ASHBROOK, HOWTH RD, CLONTARF DUBLIN 3"	Dublin	"637,500"	623881	09/01/2018
"45 THE ROWAN, ROCKFIELD, DUNDRUM"	Dublin	"350,000"	332679	09/01/2018
"46 CUIRT NA HABHAINN, LAKEVIEW, CLAREGALWAY"	Galway	"105,000"	104597	09/01/2018
"5 ABBEYSIDE, HOLYCROSS, THURLES"	Tipperary	"120,000"	118990	09/01/2018
"5 FITZHAVEN, SOUTH CIRCULAR RD, LIMERICK"	Limerick	"230,000"	234650	09/01/2018
"53 HAZELWOOD, LOUGHREA, GALWAY"	Galway	"197,000"	200392	09/01/2018
"56 LAKEVIEW, CASTLEBAR, CO MAYO"	Mayo	"160,000"	160806	09/01/2018
"57 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6"	Dublin	"482,000"	500471	09/01/2018
"6 MILLHAVEN, BALLYEDMOND, GOREY"	Wexford	"70,000"	71535	09/01/2018
"6 THE SYCAMORES, RATHMULLAN, DONEGAL"	Donegal	"144,500"	143908	09/01/2018
"6 WOODVILLE DRIVE, ATHLONE, WESTMEATH"	Westmeath	"212,000"	210468	09/01/2018
"60 DELMARE, ENFIELD, MEATH"	Meath	"257,500"	259369	09/01/2018
"62 CEDAR PARK, LEIXLIP, KILDARE"	Kildare	"236,000"	241816	09/01/2018
"7 ASHFIELD ROAD, RANELAGH, DUBLIN 6"	Dublin	"1,110,000"	1122713	09/01/2018
"7 DodderBrook Avenue, Old Court Road, BALLYCULLEN DUBLIN 24"	Dublin	"343,612"	340911.32	09/01/2018
"7 MILLHAVEN, BALLYEDMOND, GOREY"	Wexford	"90,000"	92308	09/01/2018
"70 CLUAIN BUI, THE MOYNE, ENNISCORTHY"	Wexford	"100,000"	104623	09/01/2018
"8 dun eimear, eastham road, bettystown"	Meath	"245,000"	252007	09/01/2018
"85 The Parklands, Youghal"	Cork	"145,375"	143511	09/01/2018
"88 ABBEY COURT, BALLINA, CO MAYO"	Mayo	"79,500"	79473	09/01/2018
"9 THE WILLOWS, KEANES RD, WATERFORD"	Waterford	"172,500"	175562	09/01/2018
"95 THE GREEN, BEAUMONT WOODS, BEAUMONT DUBLIN 9"	Dublin	"330,000"	318601	09/01/2018
"ADANAC, BALLINACARRIG, BRITTAS BAY"	Wicklow	"251,770"	240662	09/01/2018
"AN CARRIG, THE RAMPARTS, KINSALE"	Cork	"700,000"	676219	09/01/2018
"Apartment 26 Coll Corran, Park Road, Killarney"	Kerry	"185,000"	188493	09/01/2018
"Apartment 38, Fairfield, Dingle"	Kerry	"183,436"	180850	09/01/2018
"APT 114 THE VILLAGE, CLARION RD, BALLYTIVNAN"	Sligo	"64,000"	61050	09/01/2018
"APT 11, AN FUARAN, MOYCULLEN"	Galway	"700,000"	734477	09/01/2018
"APT 2, 21 ST PATRICKS HILL, CORK"	Cork	"145,000"	140434	09/01/2018
"APT 37A, LANSDOWNE VALLEY, SLIEVEBLOOM RD DUBLIN 12"	Dublin	"225,000"	230858	09/01/2018
"ARDOUGHTER, BALLYDUFF, CO KERRY"	Kerry	"125,000"	122750	09/01/2018
"BALLINDINAS, BARNTOWN, WEXFORD"	Wexford	"215,000"	208645	09/01/2018
"BALLINTUBBER WEST, CARRIGTWOHILL, CORK"	Cork	"125,000"	128496	09/01/2018
"BANK LODGE, 1 KINSALE RD, TURNERS CROSS"	Cork	"260,000"	263687	09/01/2018
"CHURCH ST, TULLOW, CARLOW"	Carlow	"145,000"	151438	09/01/2018
"COOLBANAGHER CASTLE HOUSE, COOLBANAGHER, EMO"	Laois	"450,000"	439320	09/01/2018
"GAOTH NA MARA, UPPER QUAY, WESTPORT"	Mayo	"106,000"	102882	09/01/2018
"GROUND FLOOR APT 2, MOY MEWS, BALLYMAHON"	Longford	"75,000"	71733	09/01/2018
"HOUSE, CLONOLIA SOUTH, MOUNTSHANNON"	Clare	"120,000"	114012	09/01/2018
"KILVEMNON, MULLINAHONE, TIPPERARY"	Tipperary	"45,000"	46137	09/01/2018
"KNOCKANARE, BUTTEVANT, COUNTY CORK"	Cork	"90,000"	93605	09/01/2018
"MILVERTON, SKERRIES, COUNTY DUBLIN"	Dublin	"310,000"	311160	09/01/2018
"MONEVANE, WALSH ISLAND, OFFALY"	Offaly	"180,000"	185486	09/01/2018
"OBERSTOWN, TARA, MEATH"	Meath	"246,000"	251427	09/01/2018
"RATHGONAN, ARDAGH, LIMERICK"	Limerick	"100,000"	97485	09/01/2018
